year,week,speed_main,flow_main,flow_ngh_400,flow_ngh_432,speed_ngh_400,speed_ngh_432,hour6,hour7,hour8,hour9
7,36,112.54,3373,3424,3542,112.05,106.59,0,0,0,1
7,37,112.78,3328.42,3352.63,3454.74,112.23,106.62,0,0,0,1
7,38,108.43,3411,3429,3489,109.74,105.75,0,0,0,1
7,39,109.38,3498,3561,3626,110.28,106.21,0,0,0,1
7,40,112.5,3442,3467,3458,112.4,107.83,0,0,0,1
7,41,112.1,3422,3445,3409,112.1,108.47,0,0,0,1
7,42,108.71,3293,3335,3545,110.13,106.69,0,0,0,1
7,43,111.24,3145,3143,3292,111.25,106.86,0,0,0,1
7,44,113.74,3472,3515,3675,113.42,106.5,0,0,0,1
7,45,114.18,NA,3579,3716,112.74,105.98,0,0,0,1
7,46,114.23,NA,3524,3730,113.47,106.04,0,0,0,1
7,47,113,3302,3405,3408,112.4,106.46,0,0,0,1
7,48,112.39,3158,3148,3359,111.85,105.27,0,0,0,1
7,49,113.05,2961,2981,3194,112.87,107.19,0,0,0,1
7,50,110.21,2755,2775,3045,110.92,101.84,0,0,0,1
7,51,113.03,3162,3181,3460,113.11,107.49,0,0,0,1
7,52,118.23,1166,1182,1382,117.25,113.65,0,0,0,1
8,1,114.32,2385,2414,2624,114.02,108.42,0,0,0,1
8,2,113.27,3059,3079,3209,113.13,107.59,0,0,0,1
8,3,113.78,3415,3517,3713,113.44,105.1,0,0,0,1
8,4,113.74,3351,3415,3564,113.46,107,0,0,0,1
8,5,113.94,3183,3251,3427,113.04,105.69,0,0,0,1
8,6,113.26,3170,3185,3366,112.95,107.29,0,0,0,1
8,7,113.01,3275,3302,3399,112.09,105.27,0,0,0,1
8,8,114.81,3201,3232,3509,114.59,98.68,0,0,0,1
8,9,111.87,2970,3007,3258,111.48,106.2,0,0,0,1
8,10,113.35,3324,3393,3560,112.92,106.39,0,0,0,1
8,11,113.04,3429.15,3476.95,3586.78,113.16,107.77,0,0,0,1
8,12,112.36,NA,3522,3645,111.8,107.83,0,0,0,1
8,13,112.76,3429,3474,3649,111.66,106.87,0,0,0,1
8,15,113.52,NA,3552,3760,112.64,107.21,0,0,0,1
8,16,113.08,NA,3701,3961,113.15,107.11,0,0,0,1
8,17,114.62,3451,3493,3653,113.99,106.31,0,0,0,1
8,18,112.11,3472,3500,3613,111.45,103.76,0,0,0,1
8,19,111.22,NA,3805,3985,111.24,104.82,0,0,0,1
8,20,112.76,3390,3446,3562,112.82,106.29,0,0,0,1
8,21,113.39,NA,3664,3792,112.54,107.48,0,0,0,1
8,22,113.24,3374,3458,3567,113.66,108.95,0,0,0,1
8,23,112.59,3455,3525,3661,112.48,105.87,0,0,0,1
8,24,112.7,NA,3543,3710,112.26,105.85,0,0,0,1
8,25,114.1,3389,3472,3633,113.15,106.9,0,0,0,1
8,26,112.24,3465,3492,3681,112.21,107.05,0,0,0,1
8,27,111.95,3462,3518,3598,112.35,106.91,0,0,0,1
8,28,108.59,NA,3546,3725,109.17,105.06,0,0,0,1
8,29,114.24,3372,3435,3556,113.22,107.41,0,0,0,1
8,30,112.5,3223,3304,3535,111.93,106.66,0,0,0,1
8,31,114.94,3163,3208,3341,114.19,108.61,0,0,0,1
8,32,115.05,2850,2911,3062,115.02,109.76,0,0,0,1
8,33,114.98,3136,3233,3376,114.15,107.95,0,0,0,1
8,34,114.23,3336,3405,3618,113.68,108.02,0,0,0,1
8,35,115.27,NA,3619,3767,114.5,104.44,0,0,0,1
8,36,116.48,3312,3382,3462,115.42,108.66,0,0,0,1
8,37,114.93,NA,3622,3807,113.41,105,0,0,0,1
8,38,115.88,3494,3535,3639,114.48,107.48,0,0,0,1
8,39,117.21,NA,3672,3820,115.24,107.94,0,0,0,1
8,40,116.01,3414,3463,3481,114.23,98.34,0,0,0,1
8,41,115.79,NA,3784,3831,114.46,107.49,0,0,0,1
8,42,117.52,3217,3251,3352,116.65,109.93,0,0,0,1
8,43,115.95,NA,3679,3930,114.81,106.24,0,0,0,1
8,44,115.48,NA,3632,3715,114.69,105.65,0,0,0,1
8,45,115.94,3494,3540,3673,114.74,106.61,0,0,0,1
8,46,114.89,NA,3608,3754,113.65,104.69,0,0,0,1
8,47,113.19,3450,3490,3549,113.59,104.4,0,0,0,1
8,48,116.14,3432,3514,3655,115.03,107.78,0,0,0,1
8,49,115.68,NA,3676,3791,114.16,105.24,0,0,0,1
8,50,116.87,NA,3970,4091,115.4,105.55,0,0,0,1
8,51,115.8,NA,3586,3674,115.09,106.97,0,0,0,1
8,52,103.62,865,1170,1331,115.11,115.31,0,0,0,1
9,1,120.07,450,445,494,120.1,114.79,0,0,0,1
9,2,114.54,2394,3094,3310,114.28,100.75,0,0,0,1
9,3,113.36,2990,3082,3267,113.65,106.87,0,0,0,1
9,4,110.27,2897,3163,3089,116.27,106.57,0,0,0,1
9,5,113.86,3283,3167,3563,110.91,108.1,0,0,0,1
9,6,110.65,3498,3039,3427,102.92,106.36,0,0,0,1
9,7,113.63,2979,3710,3732,112.22,107.31,0,0,0,1
9,8,113.52,2971,3230,3412,114.42,106.94,0,0,0,1
9,9,114.38,3324,3472,3651,116.35,107.62,0,0,0,1
9,10,113.34,3398,3529,3599,114.91,107.94,0,0,0,1
9,11,115.74,NA,3559,3791,110.21,83.25,0,0,0,1
9,12,104.21,3492,3652,3832,103.33,96.09,0,0,0,1
9,13,114.76,3137,3493,3543,116.75,108.78,0,0,0,1
9,14,115.6,3449,3622,3753,115.47,107.63,0,0,0,1
9,15,115.09,3180,3348,3452,117.6,109.68,0,0,0,1
9,16,112.96,3389,3612,NA,113.45,NA,0,0,0,1
9,17,111.78,3383,3668,3818,117.15,106.57,0,0,0,1
9,18,112.14,3123,3534,3704,115.81,106.6,0,0,0,1
9,19,114.5,3200,3254,3543,114.69,107.69,0,0,0,1
9,20,113.07,NA,3688,3946,114.48,106.02,0,0,0,1
9,21,111.61,NA,3788,3882,113.93,112.41,0,0,0,1
9,22,110.44,3195,3562,3627,112.44,100.11,0,0,0,1
9,23,114.72,3457,3161,3768,117.83,107.49,0,0,0,1
9,24,108.78,NA,3906,4007,114.62,100.77,0,0,0,1
9,25,115.06,3352,3364,3774,119.6,107.53,0,0,0,1
9,26,112.09,3191.19,3397.63,3439.32,117.21,105.84,0,0,0,1
9,27,111.92,NA,3299,3889,119.71,107.27,0,0,0,1
9,28,113.72,NA,3744,3899,118.07,108.17,0,0,0,1
9,29,114.87,3472,3317,3765,117.92,107.8,0,0,0,1
9,30,113.88,3046,3326,3779,118.56,107.58,0,0,0,1
9,31,114.49,3043,3131,3416,118.53,108.44,0,0,0,1
9,32,114.75,3079,3127,3479,120.01,108.37,0,0,0,1
9,33,114.34,2842,3003,3234,119.28,109.21,0,0,0,1
9,35,115.32,NA,3398,3814,120.14,108.35,0,0,0,1
9,36,114.78,3098,2473,3626,116.19,107.94,0,0,0,1
9,37,113.66,3271,3097,3704,119.12,106.65,0,0,0,1
9,38,115.69,3351,3168,3832,120.69,106.18,0,0,0,1
9,39,115.17,3402,2885,3582,115.19,107.35,0,0,0,1
9,40,116.56,NA,3087,3617,113.51,103.61,0,0,0,1
9,41,112.24,3267.46,3673.22,3894.92,119.59,106.05,0,0,0,1
9,42,117.11,NA,3584,3625,115.87,105.27,0,0,0,1
