"speed_main","flow_main","week","speed_ngh_432","year2011","year2012","year2013","year2014","year2015","year2016","year2017","year2018","year2019","hour7","hour8","hour9"
113.89,3077,24,107.95,0,0,0,0,0,1,0,0,0,0,0,1
114.54,2767,31,109.49,0,0,0,0,0,1,0,0,0,0,0,1
114.38,3306,36,107.07,0,0,0,0,0,1,0,0,0,0,0,1
114.1,3233,42,106.74,0,0,0,0,0,1,0,0,0,0,0,1
114.81,3092,43,108.56,0,0,0,0,0,1,0,0,0,0,0,1
114.24,3413,45,107.04,0,0,0,0,0,1,0,0,0,0,0,1
112.18,3343,48,104.98,0,0,0,0,0,1,0,0,0,0,0,1
112.82,3171,6,105.92,0,0,0,0,0,0,1,0,0,0,0,1
114.68,3246,10,108.18,0,0,0,0,0,0,1,0,0,0,0,1
111.9,3348,17,106.18,0,0,0,0,0,0,1,0,0,0,0,1
112.53,2816,30,108.63,0,0,0,0,0,0,1,0,0,0,0,1
112.25,3097,33,107.25,0,0,0,0,0,0,1,0,0,0,0,1
112.19,3305,35,106.98,0,0,0,0,0,0,1,0,0,0,0,1
109.38,3498,39,106.21,0,0,0,0,0,0,1,0,0,0,0,1
112.39,3158,48,105.27,0,0,0,0,0,0,1,0,0,0,0,1
113.26,3170,6,107.29,0,0,0,0,0,0,0,1,0,0,0,1
113.04,3429.15,11,107.77,0,0,0,0,0,0,0,1,0,0,0,1
114.62,3451,17,106.31,0,0,0,0,0,0,0,1,0,0,0,1
112.11,3472,18,103.76,0,0,0,0,0,0,0,1,0,0,0,1
112.76,3390,20,106.29,0,0,0,0,0,0,0,1,0,0,0,1
112.59,3455,23,105.87,0,0,0,0,0,0,0,1,0,0,0,1
111.95,3462,27,106.91,0,0,0,0,0,0,0,1,0,0,0,1
112.5,3223,30,106.66,0,0,0,0,0,0,0,1,0,0,0,1
115.05,2850,32,109.76,0,0,0,0,0,0,0,1,0,0,0,1
114.23,3336,34,108.02,0,0,0,0,0,0,0,1,0,0,0,1
116.48,3312,36,108.66,0,0,0,0,0,0,0,1,0,0,0,1
116.01,3414,40,98.34,0,0,0,0,0,0,0,1,0,0,0,1
115.94,3494,45,106.61,0,0,0,0,0,0,0,1,0,0,0,1
113.19,3450,47,104.4,0,0,0,0,0,0,0,1,0,0,0,1
103.62,865,52,115.31,0,0,0,0,0,0,0,1,0,0,0,1
113.36,2990,3,106.87,0,0,0,0,0,0,0,0,1,0,0,1
113.86,3283,5,108.1,0,0,0,0,0,0,0,0,1,0,0,1
110.65,3498,6,106.36,0,0,0,0,0,0,0,0,1,0,0,1
113.52,2971,8,106.94,0,0,0,0,0,0,0,0,1,0,0,1
112.14,3123,18,106.6,0,0,0,0,0,0,0,0,1,0,0,1
113.88,3046,30,107.58,0,0,0,0,0,0,0,0,1,0,0,1
114.49,3043,31,108.44,0,0,0,0,0,0,0,0,1,0,0,1
114.34,2842,33,109.21,0,0,0,0,0,0,0,0,1,0,0,1
114.78,3098,36,107.94,0,0,0,0,0,0,0,0,1,0,0,1
115.17,3402,39,107.35,0,0,0,0,0,0,0,0,1,0,0,1
