"year","week","speed_main","flow_main","speed_ngh_432","hour6","hour7","hour8","hour9","congestion"
3,22,105.51,3046.07,99.27,0,0,0,1,0
3,23,103.88,3097.09,99.14,0,0,0,1,1
3,24,106.34,3031.58,98.9,0,0,0,1,0
3,25,106.16,2964.83,96.83,0,0,0,1,0
3,26,104.66,3162.41,100.28,0,0,0,1,1
3,27,108.66,2762.07,100.96,0,0,0,1,0
3,28,105.89,2818.98,100.71,0,0,0,1,0
3,29,107.36,2735.17,101.41,0,0,0,1,0
3,30,107.49,2626.32,102.29,0,0,0,1,0
3,31,108.14,2637.97,100.53,0,0,0,1,0
3,32,105.72,2817.27,98.6,0,0,0,1,0
3,33,104.09,2776.55,98.99,0,0,0,1,1
3,34,107.39,2780.34,101.19,0,0,0,1,0
3,35,106.56,2694.83,101.69,0,0,0,1,0
3,36,109.26,2578.97,102.49,0,0,0,1,0
3,37,109.76,1623.16,105.34,0,0,0,1,0
3,38,103.6,2973.68,97.27,0,0,0,1,1
3,39,106.04,3021.05,100.05,0,0,0,1,0
3,40,107.5,2773.68,100.72,0,0,0,1,0
3,41,105.46,3164.75,98.69,0,0,0,1,0
3,42,106.69,2809.83,99.81,0,0,0,1,0
3,43,105.46,2951.38,96.01,0,0,0,1,0
3,44,104.82,3031.03,95.18,0,0,0,1,1
3,45,106.04,2874.89,98.97,0,0,0,1,0
3,46,107.82,2807.37,98.7,0,0,0,1,0
3,47,95.21,3215.59,94.22,0,0,0,1,1
3,48,104.2,3183.16,94.64,0,0,0,1,1
3,49,105.02,3074.48,95.52,0,0,0,1,0
3,50,69.62,2940,87.45,0,0,0,1,1
3,51,105.43,2875.29,98.42,0,0,0,1,0
3,52,109.44,1711.58,101.95,0,0,0,1,0
3,1,113.36,1470,107.79,0,0,0,1,0
4,2,109.02,2433.96,99.58,0,0,0,1,0
4,3,104.78,2800,98.49,0,0,0,1,1
4,4,109.66,2628.89,102.99,0,0,0,1,0
4,5,95.97,2745.56,96.75,0,0,0,1,1
4,6,109.9,2632.22,101.94,0,0,0,1,0
4,7,108.11,2754.55,101.02,0,0,0,1,0
4,8,109.39,2546.25,102.91,0,0,0,1,0
4,9,107.33,2606.9,99.23,0,0,0,1,0
4,10,104.58,3103.53,98.89,0,0,0,1,1
4,11,107.36,2329.66,101.77,0,0,0,1,0
