year,week,speed_main,flow_main,flow_ngh_400,flow_ngh_432,speed_ngh_400,speed_ngh_432,hour6,hour7,hour8,hour9
7,9,112.52,1923,1957,2358,112.67,107.82,1,0,0,0
0,22,105.06,3462.44,3620.49,4258.54,102.86,96.19,0,1,0,0
0,23,107.24,3424.39,3747.8,4251.22,105.03,96.39,0,1,0,0
0,24,106.05,3347.55,3648.68,4106.04,103.86,97.54,0,1,0,0
0,25,108.33,3342.86,3675.92,4138.78,104.97,98.27,0,1,0,0
0,26,109.11,3272.31,3514.62,4033.85,106.41,95.93,0,1,0,0
0,27,111.02,3269.47,3524.21,3828.42,108.06,101.65,0,1,0,0
0,28,110.69,3078.11,3363.4,3714.34,108.5,100.06,0,1,0,0
0,29,113.9,2543.77,2767.92,3032.83,111.88,105.75,0,1,0,0
0,30,113.96,2331.58,2522.11,2828.42,112.86,107.3,0,1,0,0
0,31,114.54,2278.78,2431.84,2838.37,113.66,106.14,0,1,0,0
0,34,108.49,3209.27,3523.9,3987.8,105.27,97.92,0,1,0,0
0,35,107.98,3363,3666,4136,104.24,94.27,0,1,0,0
0,36,104.05,3128,3354,3761,99.49,88.03,0,1,0,0
0,38,106.85,3286,3532,4034,104.49,94.74,0,1,0,0
0,39,81.32,2866,3137,3405,79.59,87.57,0,1,0,0
0,40,100.88,3404.75,3674.24,4033.22,97.24,87.87,0,1,0,0
0,41,108.32,3005,3310,3908,106.35,88.8,0,1,0,0
0,42,99.67,2998,3232,3558,95.54,88.04,0,1,0,0
0,43,101.33,3195,3549,3875,96.74,91.33,0,1,0,0
0,44,107.57,3404,3726,4266,104.98,94.35,0,1,0,0
0,45,106.91,2909,3175,3717,105.16,92.79,0,1,0,0
0,47,108.86,3111,3417,4015,106.22,95.2,0,1,0,0
0,48,98.97,3124,3376,3736,98.96,80.98,0,1,0,0
0,49,99.49,3042.71,3232.88,3758.64,99.47,84.74,0,1,0,0
0,50,88.34,3101,3416,3816,90.55,86.43,0,1,0,0
0,51,86.47,2426.44,2503.73,2947.12,86.82,83.28,0,1,0,0
0,52,110.48,1580.69,1733.79,2007.93,110.21,103.82,0,1,0,0
1,1,106.6,3097,3416,3784,103.37,91.96,0,1,0,0
1,2,98.77,3105,3373,3720,95.32,86.85,0,1,0,0
1,3,89.83,3063,3364,3812,88.07,84.83,0,1,0,0
1,4,84.73,3011,3279,3603,82.84,85.25,0,1,0,0
1,5,106.47,3368,3700,4148,104.32,94.42,0,1,0,0
1,6,107.32,3297,3569,3940,103.15,90.08,0,1,0,0
1,7,106.03,3442,3746,4258,104.04,93.26,0,1,0,0
1,8,108.62,3203,3453,3736,106.32,98.54,0,1,0,0
1,9,106.21,NA,3823,4255,104.19,94.17,0,1,0,0
1,10,106.38,3155,3435,3975,105.32,97.61,0,1,0,0
1,11,98.83,3425,3684,4040,97.23,90.64,0,1,0,0
1,12,107.37,3428,3726,4142,104.96,94.3,0,1,0,0
1,13,107.85,3088,3399,3904,105.41,96,0,1,0,0
1,14,106,NA,3886,4193,102.77,91.8,0,1,0,0
1,15,107.05,3255,3548,3874,103.83,91.31,0,1,0,0
1,16,104.31,NA,3889,3980,100.14,90.39,0,1,0,0
1,17,103.1,3417,3676,4125,101.21,94.84,0,1,0,0
1,18,106.37,3148,3442,3722,104.64,99.4,0,1,0,0
1,19,108.11,3386,3675,4069,104.91,97.85,0,1,0,0
1,20,107.2,3180,3445,3751,102.86,90.71,0,1,0,0
1,21,108.78,3310,3620,4035,106.22,98.35,0,1,0,0
1,22,86.07,3038,3276,3649,85.69,87.73,0,1,0,0
1,23,108.1,3440,3715,4138,105.85,97.89,0,1,0,0
1,24,107.66,3451,3716,4113,104.83,99,0,1,0,0
1,25,107.8,3164,3453,3789,105.49,99.83,0,1,0,0
1,26,112.69,1830,2120,2909,112.23,105.51,0,1,0,0
1,27,108.3,3238,3497,3780,105.62,99.64,0,1,0,0
1,28,108.57,3154.74,3340,3580,107.51,103.62,0,1,0,0
1,29,111.04,3006.21,3215.17,3323.79,109,105.05,0,1,0,0
1,30,113.35,2555.17,2730,2974.14,111.42,105,0,1,0,0
1,32,114.39,2487.46,2678.64,3037.63,112.48,107.1,0,1,0,0
1,33,112.08,2675.79,2977.89,3509.47,109.76,102.11,0,1,0,0
1,34,108.69,2934.74,3228.42,3605.26,107.77,90.96,0,1,0,0
1,35,109.93,3126,3409,3816,107.19,98.83,0,1,0,0
1,36,108.66,3335,3608,3925,106.62,99.77,0,1,0,0
1,40,88.94,3325,3589.66,3916,90.78,87.55,0,1,0,0
1,41,107.35,3299,3595,3991,104.4,93.44,0,1,0,0
1,42,106.01,3073,3338,3597,102.35,91.35,0,1,0,0
1,43,105.43,3345,3638,3928,103.13,97.06,0,1,0,0
1,44,107.54,3271,3544,3983,104.69,98.25,0,1,0,0
1,45,106.85,3419,3742,4056,103.94,97.41,0,1,0,0
1,46,106.17,3407,3682,4026,104.6,95.68,0,1,0,0
